=,138.128.150.141,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,5,2016-09-16 02:17:56,Unknow
+,142.0.41.181,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,Unknow
+,142.0.41.182,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,US
+,142.0.41.183,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,US
=,146.0.245.174,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-23 02:37:52,Unknow
=,173.224.123.253,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,Unknow
=,173.244.70.217,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,Unknow
=,173.82.126.99,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-23 02:37:52,US
=,176.31.252.148,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,11,2016-09-12 01:52:40,FR
=,178.32.99.41,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,10,2016-09-12 07:53:05,Unknow
=,185.40.4.204,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,29,2016-08-01 02:53:47,Unknow
+,188.161.12.183,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,Unknow
=,188.161.4.223,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,Unknow
=,188.161.8.176,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,Unknow
=,193.111.141.200,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-23 06:06:02,Unknow
=,193.37.152.220,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,13,2016-07-03 00:15:55,Unknow
+,199.48.164.108,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,7,2016-08-02 08:34:32,Unknow
=,208.113.123.88,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,US
+,209.133.192.176,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,Unknow
=,212.83.144.173,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-23 02:37:52,Unknow
=,212.83.157.117,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,8,2016-07-23 13:55:05,FR
=,212.83.181.235,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,Unknow
=,213.202.233.169,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,6,2016-09-03 11:28:46,DE
=,213.202.233.189,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-23 06:06:02,DE
+,213.202.233.192,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,DE
=,213.202.253.16,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,12,2016-09-10 02:29:16,Unknow
=,213.202.253.17,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,9,2016-09-14 01:02:40,DE
=,213.202.253.21,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,DE
=,213.202.253.23,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,DE
=,213.202.253.26,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-16 07:57:35,DE
=,213.202.253.29,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,DE
=,216.84.59.231,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,11,2016-09-12 03:54:16,Unknow
=,217.172.189.5,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,12,2016-08-27 00:50:41,Unknow
=,221.181.156.58,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,14,2016-08-23 00:45:48,Unknow
=,23.239.69.200,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,46,2016-06-14 14:55:22,Unknow
=,23.239.85.212,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,11,2016-09-12 03:54:16,US
+,23.239.87.51,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,Unknow
=,37.61.217.70,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,4,2016-09-19 12:21:27,Unknow
=,37.75.209.88,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 03:42:36,Unknow
+,5.189.185.157,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,Unknow
+,5.231.208.206,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,Unknow
=,62.210.26.232,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,22,2016-06-16 04:28:32,FR
+,62.4.57.180,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,1,2016-12-05 05:01:09,ME
=,62.4.57.62,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,ME
=,69.195.146.66,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,2,2016-09-24 00:59:05,US
=,78.31.67.203,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,20,2016-09-03 11:28:46,Unknow
=,78.31.69.187,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-23 02:37:52,Unknow
+,89.163.148.238,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,6,2016-08-01 08:48:17,Unknow
=,89.163.148.55,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,17,2016-09-01 00:54:51,DE
=,89.163.148.61,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,8,2016-09-14 03:23:38,DE
=,89.163.204.39,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,7,2016-09-07 03:30:41,Unknow
=,89.163.204.65,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,12,2016-09-11 03:55:02,Unknow
+,89.163.231.172,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,6,2016-09-04 11:59:12,Unknow
=,89.163.242.103,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,12,2016-08-20 11:18:19,Unknow
=,89.163.242.242,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,18,2016-09-05 01:03:28,DE
=,89.163.242.243,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,18,2016-09-05 01:03:28,DE
+,89.163.242.73,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,13,2016-08-02 16:03:59,DE
=,89.163.255.225,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,6,2016-09-18 10:20:04,Unknow
=,91.236.75.112,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,3,2016-09-24 00:59:05,Unknow
+,91.236.75.155,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,12,2016-08-01 02:53:47,PL
=,98.109.127.106,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,14,2016-08-22 04:53:13,Unknow
=,115.168.71.84,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,120.132.134.249,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,125.95.18.146,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,173.164.93.151,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,174.137.170.180,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,US
=,174.137.170.190,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,US
=,184.172.12.112,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,188.72.241.126,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,202.103.52.143,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,CN
=,202.103.52.147,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,CN
=,204.188.221.157,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,208.115.203.51,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,208.115.236.172,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,208.115.236.186,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,208.77.101.138,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,US
=,213.165.68.55,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,216.172.98.211,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,217.150.245.224,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,219.146.8.78,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,CN
=,220.178.16.98,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,CN
=,41.250.196.80,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,58.211.218.74,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,61.189.184.76,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,CN
=,61.191.41.53,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,61.191.41.6,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,CN
=,61.191.41.7,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,CN
=,62.219.6.134,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,64.129.188.18,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,64.31.20.154,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,64.31.56.184,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,65.111.165.235,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,65.38.171.196,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,67.55.110.36,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,69.163.37.208,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,110,2016-06-11 00:03:05,Unknow
=,82.141.136.153,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,102,2016-06-11 00:03:05,Unknow
=,85.17.212.28,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,85.31.209.109,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,SE
=,91.189.179.14,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,NO
=,94.247.178.106,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,Unknow
=,96.44.189.172,2016-12-05 05:01:09,2016-12-05 05:01:09,bot,sip,blocklist.de,75,101,2016-06-11 00:03:05,US
+,107.172.231.77,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,1,2016-12-05 05:11:50,Unknow
+,146.185.200.29,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,31,2016-07-07 00:58:23,RU
=,172.245.230.156,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,4,2016-09-20 02:18:17,Unknow
+,185.14.195.188,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,47,2016-07-09 02:55:29,Unknow
+,195.1.111.87,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,1,2016-12-05 05:11:50,Unknow
=,23.94.14.182,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,9,2016-09-07 02:36:19,Unknow
+,39.1.36.198,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,7,2016-08-19 14:23:28,Unknow
+,39.1.36.21,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,7,2016-08-21 01:31:18,Unknow
+,46.191.169.77,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,1,2016-12-05 05:11:50,RU
=,5.101.217.49,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,24,2016-05-12 00:53:56,Unknow
+,5.101.222.82,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,22,2016-06-12 02:38:44,Unknow
+,92.222.107.180,2016-12-05 05:11:50,2016-12-05 05:11:50,bot,http,blocklist.de,75,3,2016-09-03 13:05:33,Unknow
+,192.95.22.7,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,7,2016-09-15 01:15:41,Unknow
=,91.213.126.193,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,192,2016-06-12 00:39:33,Unknow
+,151.237.185.84,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
=,91.200.12.80,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,182,2016-06-12 00:39:33,UA
+,67.21.32.29,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,6,2016-08-27 07:44:54,Unknow
=,91.200.12.149,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,111,2016-06-12 00:39:33,UA
=,91.200.12.74,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,188,2016-06-12 00:39:33,UA
=,91.213.126.147,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,495,2016-06-12 00:39:33,RU
=,91.200.12.136,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,5239,2016-06-12 00:37:01,UA
=,46.119.117.25,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,107,2016-06-18 00:40:49,Unknow
=,91.200.13.1,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,213,2016-07-17 11:57:07,Unknow
+,173.254.245.25,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,3,2016-09-16 05:59:46,US
+,173.254.245.8,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,4,2016-09-15 00:37:44,US
+,107.172.246.110,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,US
=,95.76.191.219,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,84,2016-08-06 05:28:09,Unknow
=,91.213.126.185,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,245,2016-06-24 05:17:31,RU
=,91.200.13.3,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,135,2016-08-12 00:43:35,UA
=,91.213.126.183,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,185,2016-06-12 00:39:33,RU
+,89.38.73.46,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,66,2016-08-06 05:28:09,Unknow
+,89.223.104.106,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,RU
=,91.213.126.159,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,208,2016-06-12 00:39:33,RU
+,107.175.234.254,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
=,91.213.126.218,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,197,2016-06-12 00:39:33,RU
+,107.172.128.221,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
+,192.3.240.102,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
+,172.245.240.10,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,US
=,91.200.12.137,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,199,2016-06-12 00:39:33,UA
+,91.124.24.223,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
=,91.200.12.141,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,5750,2016-06-12 00:37:01,UA
=,91.200.12.98,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,474,2016-06-13 04:52:40,UA
=,95.76.191.218,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,99,2016-08-06 05:28:09,RO
+,178.217.187.39,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,11,2016-09-04 02:51:34,PL
=,91.200.12.169,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,184,2016-06-12 00:39:33,UA
=,91.200.12.119,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,198,2016-06-12 00:39:33,UA
=,91.207.7.14,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,208,2016-06-12 00:39:33,Unknow
=,192.168.224.1,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,152,2016-06-12 06:40:32,Unknow
=,182.48.113.11,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,35,2016-07-28 01:19:34,Unknow
=,91.200.12.146,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,206,2016-06-12 00:39:33,UA
+,188.166.218.23,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,5,2016-09-14 10:20:11,NL
+,173.44.194.238,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
+,107.150.80.101,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,US
+,67.17.37.246,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
+,120.192.92.98,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,22,2016-07-15 02:20:19,Unknow
+,117.253.203.43,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,10,2016-08-22 06:57:11,IN
=,91.200.12.90,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,197,2016-06-12 00:39:33,UA
+,91.41.143.172,2016-12-05 05:14:40,2016-12-05 05:14:40,botnet,[],botscout.com,65,1,2016-12-05 05:14:40,Unknow
+,1.55.239.66,2016-12-05 05:16:13,2016-12-05 05:16:13,bot,ssh,blocklist.de,75,1,2016-12-05 05:16:13,Unknow
+,109.202.12.154,2016-12-05 05:16:13,2016-12-05 05:16:13,bot,ssh,blocklist.de,75,9,2016-05-12 08:34:25,Unknow
+,114.232.177.190,2016-12-05 05:16:13,2016-12-05 05:16:13,bot,ssh,blocklist.de,75,1,2016-12-05 05:16:13,Unknow
+,121.153.159.26,2016-12-05 05:16:13,2016-12-05 05:16:13,bot,ssh,blocklist.de,75,1,2016-12-05 05:16:13,Unknow
+,121.97.124.96,2016-12-05 05:16:13,2016-12-05 05:16:13,bot,ssh,blocklist.de,75,1,2016-12-05 05:16:13,Unknow
+,152.252.99.77,2016-12-05 05:16:13,2016-12-05 05:16:13,bot,ssh,blocklist.de,75,1,2016-12-05 05:16:13,Unknow
+,171.247.105.76,2016-12-05 05:16:13,2016-12-05 05:16:13,bot,ssh,blocklist.de,75,1,2016-12-05 05:16:13,Unknow
